Product Name,Product Price,Product URL
XIAOMI Redmi Note 15 Dual SIM 5G 256GB/8GB - Black,18650,https://www.jumia.com.eg/xiaomi-redmi-note-15-dual-sim-5g-256gb8gb-black-134147157.html
XIAOMI Redmi Note 15 Dual SIM 5G 256GB/8GB - Black,17999,https://www.jumia.com.eg/xiaomi-redmi-note-15-dual-sim-5g-256gb8gb-black-134253906.html
realme 15t Dual SIM 5G 256GB/8GB - Suit Titanium,16999,https://www.jumia.com.eg/realme-15t-dual-sim-5g-256gb8gb-suit-titanium-134233023.html
"OPPO A6t Dual SIM, 128GB, 6GB RAM, 5G - Crystal Violet",17210,https://www.jumia.com.eg/oppo-a6t-dual-sim-128gb-6gb-ram-5g-crystal-violet-134745160.html
realme 15t Dual SIM 5G 256GB/12GB - Suit Titanium,18399,https://www.jumia.com.eg/realme-15t-dual-sim-5g-256gb12gb-suit-titanium-134233037.html
"XIAOMI Redmi Note 15 Dual SIM, 256GB, 8GB RAM, 4G LTE - Forest Green",15400,https://www.jumia.com.eg/xiaomi-redmi-note-15-dual-sim-256gb-8gb-ram-4g-lte-forest-green-135052576.html
"Samsung Galaxy A17 Dual SIM, 5G LTE, 256GB- 8GB RAM,  - Black....",19500,https://www.jumia.com.eg/samsung-galaxy-a17-dual-sim-5g-lte-256gb-8gb-ram-black....-134342161.html
"Infinix Hot 60i Dual SIM, 256GB, 8GB RAM, 4G LTE - Sleek Black",15980,https://www.jumia.com.eg/infinix-hot-60i-dual-sim-256gb-8gb-ram-4g-lte-sleek-black-133858499.html
"XIAOMI Redmi Note 15 Dual Sim – 256GB, 8GB Ram, Network 4G, Black",16499,https://www.jumia.com.eg/xiaomi-redmi-note-15-dual-sim-256gb-8gb-ram-network-4g-black-134142542.html
"realme  C85 Pro Dual SIM, 256GB, 8GB RAM, 4G LTE - Peacock Green",15480,https://www.jumia.com.eg/realme-c85-pro-dual-sim-256gb-8gb-ram-4g-lte-peacock-green-134169016.html
"Samsung  Galaxy A73 Android Smartphone, Dual SIM, 8GB RAM, 256GB Storage, 5G, Awesome Mint",17998,https://www.jumia.com.eg/samsung-galaxy-a73-android-smartphone-dual-sim-8gb-ram-256gb-storage-5g-awesome-mint-135050773.html
"Samsung Galaxy A17 Dual SIM, 128GB, 6GB RAM, 4G - Light Blue",17210,https://www.jumia.com.eg/samsung-galaxy-a17-dual-sim-128gb-6gb-ram-4g-light-blue-133825583.html
"OPPO A6t Dual SIM, 128GB, 6GB RAM, 5G - Crystal Blue",17210,https://www.jumia.com.eg/oppo-a6t-dual-sim-128gb-6gb-ram-5g-crystal-blue-134745177.html
XIAOMI Redmi Note15 4G 8G/256GB Black,15820,https://www.jumia.com.eg/xiaomi-redmi-note15-4g-8g256gb-black-134522262.html
Samsung Galaxy A17 Dual SIM 4G 256GB/8GB - Black,17170,https://www.jumia.com.eg/samsung-galaxy-a17-dual-sim-4g-256gb8gb-black-133863800.html
"realme 15T Dual SIM 5G, 12GB Ram 256GB - Suit Tanium",18425,https://www.jumia.com.eg/realme-15t-dual-sim-5g-12gb-ram-256gb-suit-tanium-134877219.html
XIAOMI Redmi Note 15 Dual SIM 5G 256GB/8GB - Glacier Blue,18650,https://www.jumia.com.eg/xiaomi-redmi-note-15-dual-sim-5g-256gb8gb-glacier-blue-134147143.html
Tecno Camon 40 Pro Dual SIM 5G 256GB/12GB - Galaxy Black,19999,https://www.jumia.com.eg/tecno-camon-40-pro-dual-sim-5g-256gb12gb-galaxy-black-134232994.html
"Honor X7d Dual SIM, 256GB, 8GB RAM, 4G LTE - Desert Gold",18810,https://www.jumia.com.eg/honor-x7d-dual-sim-256gb-8gb-ram-4g-lte-desert-gold-133802642.html
Honor X7d Dual SIM 256GB/8GB  Silver 4G,15047,https://www.jumia.com.eg/honor-x7d-dual-sim-256gb8gb-silver-4g-133803362.html
"XIAOMI Redmi Note 15 Dual Sim – 256GB, 8GB Ram, 4G, Glacier Blue",16499,https://www.jumia.com.eg/xiaomi-redmi-note-15-dual-sim-256gb-8gb-ram-4g-glacier-blue-134142557.html
"Tecno Spark Slim Dual SIM, 256GB, 8GB RAM, 4G LTE - Slim White",16590,https://www.jumia.com.eg/tecno-spark-slim-dual-sim-256gb-8gb-ram-4g-lte-slim-white-134148103.html
Honor X8d Dual SIM 4G 512GB/8GB - Velvet Black,17699,https://www.jumia.com.eg/honor-x8d-dual-sim-4g-512gb8gb-velvet-black-134253815.html
OPPO A6 Pro Dual Sim – 256GB 8GB Ram 4G - Stellar Blue,19240,https://www.jumia.com.eg/oppo-a6-pro-dual-sim-256gb-8gb-ram-4g-stellar-blue-133851638.html
"Huawei nova 15 Max , 256 GB , 8 GB , 4G , Dual-SIM - Golden Black",19777,https://www.jumia.com.eg/huawei-nova-15-max-256-gb-8-gb-4g-dual-sim-golden-black-134767600.html
OPPO  A6 - 8GB RAM - 256GB - 4G - Dual-SIM - Aurora Gold,16666,https://www.jumia.com.eg/oppo-a6-8gb-ram-256gb-4g-dual-sim-aurora-gold-134217327.html
"realme C85 Dual SIM, 256GB, 8GB RAM, 4G LTE - Kingfisher Blue",18170,https://www.jumia.com.eg/realme-c85-dual-sim-256gb-8gb-ram-4g-lte-kingfisher-blue-134148134.html
"Tecno Spark Slim Dual SIM, 256GB, 8GB RAM, 4G LTE - Cool Black",16590,https://www.jumia.com.eg/tecno-spark-slim-dual-sim-256gb-8gb-ram-4g-lte-cool-black-134148109.html
"realme C85 Pro Dual SIM, 256GB, 8GB RAM, 4G LTE - Peacock Green",15999,https://www.jumia.com.eg/realme-c85-pro-dual-sim-256gb-8gb-ram-4g-lte-peacock-green-134066744.html
OPPO A6T Dual SIM 5G Crystal Blue 6GB RAM 128GB,17207,https://www.jumia.com.eg/oppo-a6t-dual-sim-5g-crystal-blue-6gb-ram-128gb-134704631.html
XIAOMI Redmi Note15 5G 8G/256GB Black,17899,https://www.jumia.com.eg/xiaomi-redmi-note15-5g-8g256gb-black-134520526.html
Samsung Galaxy A17 Dual SIM 4G 256GB/8GB - Light Blue,17170,https://www.jumia.com.eg/samsung-galaxy-a17-dual-sim-4g-256gb8gb-light-blue-134173118.html
"OPPO A6 Pro 4G Dual SIM , 8GB RAM, 256GB -  Stellar Blue",19220,https://www.jumia.com.eg/oppo-a6-pro-4g-dual-sim-8gb-ram-256gb-stellar-blue-133812917.html
"Infinix Note 60 , 256 GB , 8 GB , 5G , Dual-SIM - Rose Gold",19666,https://www.jumia.com.eg/infinix-note-60-256-gb-8-gb-5g-dual-sim-rose-gold-134559635.html
"Infinix 	 Note Edge 256GB - 8GB Ram - Silk Green - 5G",16619,https://www.jumia.com.eg/infinix-note-edge-256gb-8gb-ram-silk-green-5g-134424023.html
OPPO A6 Pro Dual SIM 4G  256GB/8GB - Stellar Blue,18799,https://www.jumia.com.eg/oppo-a6-pro-dual-sim-4g-256gb8gb-stellar-blue-133941607.html
"Samsung  Galaxy A73 Android Smartphone, Dual SIM, 8GB RAM, 256GB Storage, 5G, Awesome White",17998,https://www.jumia.com.eg/samsung-galaxy-a73-android-smartphone-dual-sim-8gb-ram-256gb-storage-5g-awesome-white-135048856.html
OPPO A6 Dual SIM 4G 256GB/8GB - Sapphire Blue,16670,https://www.jumia.com.eg/oppo-a6-dual-sim-4g-256gb8gb-sapphire-blue-134401263.html
Samsung Galaxy A17 Dual SIM 4G 256GB/8GB - Black,17160,https://www.jumia.com.eg/samsung-galaxy-a17-dual-sim-4g-256gb8gb-black-133783362.html
XIAOMI Redmi Note15 8G/256GB Glacier Blue,15820,https://www.jumia.com.eg/xiaomi-redmi-note15-8g256gb-glacier-blue-134523187.html
XIAOMI Redmi Note 15 Dual SIM 4G 128GB/6GB - Black,15397,https://www.jumia.com.eg/xiaomi-redmi-note-15-dual-sim-4g-128gb6gb-black-134945123.html
"Samsung Galaxy A17 Dual SIM, 256GB, 8GB RAM, 4G LTE - Light Blue",17100,https://www.jumia.com.eg/samsung-galaxy-a17-dual-sim-256gb-8gb-ram-4g-lte-light-blue-133913320.html
OPPO A6 4G Dual SIM 8G Ram 256GB - Sapphire Blue,16199,https://www.jumia.com.eg/oppo-a6-4g-dual-sim-8g-ram-256gb-sapphire-blue-134962882.html
"XIAOMI Redmi 15 Dual SIM, 256GB, 8GB RAM, 4G LTE - Midnight Black",15980,https://www.jumia.com.eg/xiaomi-redmi-15-dual-sim-256gb-8gb-ram-4g-lte-midnight-black-133880881.html
"realme C85 Dual SIM, 256GB, 8GB RAM, 4G LTE - Swan Black",18170,https://www.jumia.com.eg/realme-c85-dual-sim-256gb-8gb-ram-4g-lte-swan-black-134148126.html
Infinix  Note Edge 256GB - 8GB Ram - Lunar Titanium - 5G,16619,https://www.jumia.com.eg/infinix-note-edge-256gb-8gb-ram-lunar-titanium-5g-134424011.html
"Honor X7d 4G Dual SIM , 8GB RAM , 256GB ROM ,  VELVET BLACK",18810,https://www.jumia.com.eg/honor-x7d-4g-dual-sim-8gb-ram-256gb-rom-velvet-black-133748414.html
XIAOMI Redmi Note 15 Dual SIM 5G 256GB/8GB - Glacier Blue,17999,https://www.jumia.com.eg/xiaomi-redmi-note-15-dual-sim-5g-256gb8gb-glacier-blue-134253895.html
"realme C85 Pro Dual SIM, 256GB, 8GB RAM, 4G LTE - Peacock Green",19880,https://www.jumia.com.eg/realme-c85-pro-dual-sim-256gb-8gb-ram-4g-lte-peacock-green-134044095.html
"Samsung Galaxy A17 Dual SIM, 256GB, 8GB RAM, 4G LTE - Grey",17750,https://www.jumia.com.eg/samsung-galaxy-a17-dual-sim-256gb-8gb-ram-4g-lte-grey-133913325.html
Beko Refrigerator 420 Liter Defrost - Silver - RDSG420M20SXBEG,17199,https://www.jumia.com.eg/beko-refrigerator-420-liter-defrost-silver-rdsg420m20sxbeg-134795977.html
"realme  C85 Pro Dual SIM, 256GB, 8GB RAM, 4G LTE - Parrot Purple",15480,https://www.jumia.com.eg/realme-c85-pro-dual-sim-256gb-8gb-ram-4g-lte-parrot-purple-134169042.html
XIAOMI Redmi Note 15 Dual SIM 5G 256GB/8GB - Glacier Blue,18630,https://www.jumia.com.eg/xiaomi-redmi-note-15-dual-sim-5g-256gb8gb-glacier-blue-134419643.html
Honor X7d Dual SIM 256GB/8GB  black 4G,15047,https://www.jumia.com.eg/honor-x7d-dual-sim-256gb8gb-black-4g-133803378.html
OPPO OPPOA6PRO 5G,19997,https://www.jumia.com.eg/oppo-oppoa6pro-5g-134384615.html
"Huawei nova 15 Max , 256 GB , 8 GB , 4G , Dual-SIM - Cyan Lake",19999,https://www.jumia.com.eg/huawei-nova-15-max-256-gb-8-gb-4g-dual-sim-cyan-lake-134767604.html
